"","iso3c","country","region","income","year","population","overall_score","data_use_score","data_services_score","data_products_score","data_sources_score","data_infrastructure_score"
"981","CIV","Cote d'Ivoire","Sub-Saharan Africa","Lower middle income",2019,26147551,55.7783333333333,90,59.9,68.475,35.5166666666667,25
"982","LCA","St. Lucia","Latin America & Caribbean","Upper middle income",2019,178583,55.4941666666667,100,55.9333333333333,45.9875,50.55,25
"983","QAT","Qatar","Middle East & North Africa","High income",2019,2807235,55.1783333333333,80,61.9666666666667,47.325,56.6,30
"984","CMR","Cameroon","Sub-Saharan Africa","Lower middle income",2019,25782341,55.1433333333333,80,61.5666666666667,64.525,34.625,35
"985","WSM","Samoa","East Asia & Pacific","Lower middle income",2019,211905,55.0470833333333,80,63.5,50.41875,36.3166666666667,45
"986","LSO","Lesotho","Sub-Saharan Africa","Lower middle income",2019,2225702,54.8854166666667,80,63.2666666666667,53.19375,37.9666666666667,40
"987","BFA","Burkina Faso","Sub-Saharan Africa","Low income",2019,20951639,54.4566666666667,80,59.5666666666667,62.025,35.6916666666667,35
"988","JAM","Jamaica","Latin America & Caribbean","Upper middle income",2019,2813773,54.3129166666667,60,73.7333333333333,52.88125,54.95,30
"989","KHM","Cambodia","East Asia & Pacific","Lower middle income",2019,16207746,53.8658333333333,70,59.2,60.4375,34.6916666666667,45
"990","MDV","Maldives","South Asia","Upper middle income",2019,504508,53.6925,70,29.8666666666667,65.4875,53.1083333333333,50
"991","LAO","Lao PDR","East Asia & Pacific","Lower middle income",2019,7212053,53.4520833333333,90,56.6333333333333,53.39375,37.2333333333333,30
"992","UZB","Uzbekistan","Europe & Central Asia","Lower middle income",2019,33580350,53.24,60,56,50.125,35.075,65
"993","SLE","Sierra Leone","Sub-Saharan Africa","Low income",2019,8046828,53.1533333333333,90,65.2333333333333,62.05,28.4833333333333,20
"994","NER","Niger","Sub-Saharan Africa","Low income",2019,23443393,52.6858333333333,70,61.9666666666667,60.8375,35.625,35
"995","CPV","Cabo Verde","Sub-Saharan Africa","Lower middle income",2019,577030,52.6654166666667,60,59.3333333333333,59.59375,64.4,20
"996","TLS","Timor-Leste","East Asia & Pacific","Lower middle income",2019,1280438,52.37875,50,58.2333333333333,59.26875,39.3916666666667,55
"997","NPL","Nepal","South Asia","Lower middle income",2019,28832496,52.2291666666667,70,61.3333333333333,68.0375,41.775,20
"998","MLI","Mali","Sub-Saharan Africa","Low income",2019,20567424,52.10125,66.6,63.1,64.23125,36.575,30
"999","LBR","Liberia","Sub-Saharan Africa","Low income",2019,4985289,51.9316666666667,100,28.8333333333333,56.825,29,45
"1000","AFG","Afghanistan","South Asia","Low income",2019,37769499,51.9295833333333,70,59.9,68.30625,21.4416666666667,40
"1001","BTN","Bhutan","South Asia","Lower middle income",2019,767459,51.6579166666667,70,59.2333333333333,67.78125,46.275,15
"1002","BEN","Benin","Sub-Saharan Africa","Lower middle income",2019,12290444,51.3829166666667,80,58.3,57.28125,36.3333333333333,25
"1003","NIC","Nicaragua","Latin America & Caribbean","Lower middle income",2019,6663924,51.3145833333333,80,60.0333333333333,45.38125,36.1583333333333,35
"1004","LBN","Lebanon","Middle East & North Africa","Lower middle income",2019,5781907,51.2004166666667,60,62.6,57.39375,46.0083333333333,30
"1005","GIN","Guinea","Sub-Saharan Africa","Lower middle income",2019,12877539,51.03875,90,61.4,57.06875,26.725,20
"1006","BHR","Bahrain","Middle East & North Africa","High income",2019,1494188,50.94,70,64.2666666666667,41.6,48.8333333333333,30
"1007","BDI","Burundi","Sub-Saharan Africa","Low income",2019,11874838,50.9133333333333,70,61.7,68.9,18.9666666666667,35
"1008","OMN","Oman","Middle East & North Africa","High income",2019,4602768,50.8695833333333,70,44.4,44.05625,55.8916666666667,40
"1009","SWZ","Eswatini","Sub-Saharan Africa","Lower middle income",2019,1169613,50.8504166666667,90,22.4333333333333,63.69375,38.125,40
"1010","MDG","Madagascar","Sub-Saharan Africa","Low income",2019,27533134,50.81375,80,56.3,62.59375,25.175,30
"1011","ETH","Ethiopia","Sub-Saharan Africa","Low income",2019,114120594,50.0925,70,59.9666666666667,71.4125,34.0833333333333,15
"1012","GMB","Gambia, The","Sub-Saharan Africa","Low income",2019,2508883,49.9004166666667,80,28.5333333333333,64.91875,41.05,35
"1013","NAM","Namibia","Sub-Saharan Africa","Upper middle income",2019,2446644,49.8808333333333,50,63.0666666666667,65.4625,40.875,30
"1014","MRT","Mauritania","Sub-Saharan Africa","Lower middle income",2019,4383849,49.73875,80,62.4666666666667,47.79375,23.4333333333333,35
"1015","SUR","Suriname","Latin America & Caribbean","Upper middle income",2019,600301,48.8029166666667,50,62.4333333333333,46.63125,49.95,35
"1016","GUY","Guyana","Latin America & Caribbean","High income",2019,798753,46.3195833333333,70,57.4333333333333,46.13125,33.0333333333333,25
"1017","VCT","St. Vincent and the Grenadines","Latin America & Caribbean","Upper middle income",2019,104924,44.1245833333333,30,62.6666666666667,41.78125,51.175,35
"1018","VEN","Venezuela, RB","Latin America & Caribbean","Not classified",2019,28971683,43.535,46.6,59.9,52.075,34.1,25
"1019","TTO","Trinidad and Tobago","Latin America & Caribbean","High income",2019,1519955,42.5433333333333,60,27.2666666666667,40.225,45.225,40
"1020","PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",2019,9542486,40.50625,60,55.2666666666667,50.68125,16.5833333333333,20
"1021","STP","Sao Tome and Principe","Sub-Saharan Africa","Lower middle income",2019,214599,40.3008333333333,60,24.7333333333333,42.9375,43.8333333333333,30
"1022","IRQ","Iraq","Middle East & North Africa","Upper middle income",2019,41563520,39.635,50,25,61.95,26.225,35
"1023","SDN","Sudan","Sub-Saharan Africa","Low income",2019,43232093,39.49125,53.4,57.9333333333333,55.65625,20.4666666666667,10
"1024","SLB","Solomon Islands","East Asia & Pacific","Lower middle income",2019,674993,39.0045833333333,50,60.4333333333333,47.45625,17.1333333333333,20
"1025","TCD","Chad","Sub-Saharan Africa","Low income",2019,16126866,38.8833333333333,56.6,51.5333333333333,52.35,18.9333333333333,15
"1026","VUT","Vanuatu","East Asia & Pacific","Lower middle income",2019,304404,38.3516666666667,50,59.1333333333333,45.725,21.9,15
"1027","DJI","Djibouti","Middle East & North Africa","Lower middle income",2019,1073994,38.27625,50,60.3666666666667,41.60625,14.4083333333333,25
"1028","BHS","Bahamas, The","Latin America & Caribbean","High income",2019,404557,37.4541666666667,40,27.3,35.8375,29.1333333333333,55
"1029","COG","Congo, Rep.","Sub-Saharan Africa","Lower middle income",2019,5570733,36.2366666666667,60,27.9333333333333,47.8,25.45,20
"1030","GNB","Guinea-Bissau","Sub-Saharan Africa","Low income",2019,1970457,35.7325,70,27.2666666666667,41.9875,19.4083333333333,20
"1031","HTI","Haiti","Latin America & Caribbean","Lower middle income",2019,11160438,34.6795833333333,60,19.6666666666667,51.23125,22.5,20
"1032","COD","Congo, Dem. Rep.","Sub-Saharan Africa","Low income",2019,89906890,34.0933333333333,60,26.2666666666667,44.325,19.875,20
"1033","YEM","Yemen, Rep.","Middle East & North Africa","Low income",2019,31546691,32.9245833333333,60,25.5333333333333,37.90625,21.1833333333333,20
"1034","SSD","South Sudan","Sub-Saharan Africa","Low income",2019,10447666,30.8291666666667,20,41.7666666666667,45.7875,16.5916666666667,30
"1035","KIR","Kiribati","East Asia & Pacific","Lower middle income",2019,124241,28.4975,40,25.7666666666667,46.1875,15.5333333333333,15
"1036","GAB","Gabon","Sub-Saharan Africa","Upper middle income",2019,2242785,28.0545833333333,40,23.7333333333333,41.55625,14.9833333333333,20
"1037","FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",2019,111379,27.57125,30,25.6333333333333,41.68125,25.5416666666667,15
"1038","SOM","Somalia","Sub-Saharan Africa","Low income",2019,15981300,25.9479166666667,46.6,36.0333333333333,45.45625,1.65,0
"1039","SYR","Syrian Arab Republic","Middle East & North Africa","Low income",2019,20098251,24.11375,16.6,24.8333333333333,38.09375,16.0416666666667,25
"1040","TKM","Turkmenistan","Europe & Central Asia","Upper middle income",2019,6158420,23.1408333333333,46.6,0.633333333333333,41.7875,11.6833333333333,15
"1041","LBY","Libya","Middle East & North Africa","Upper middle income",2019,6569088,22.2308333333333,20,20.6333333333333,35.6125,14.9083333333333,20
"1042","MHL","Marshall Islands","East Asia & Pacific","Upper middle income",2019,44728,19.5204166666667,10,24.1,38.71875,14.7833333333333,10
"1043","ASM","American Samoa","East Asia & Pacific","High income",2019,47321,NA,20,NA,19.85,NA,NA
"1044","AND","Andorra","Europe & Central Asia","High income",2019,76343,NA,40,NA,26.7875,NA,NA
"1045","ATG","Antigua and Barbuda","Latin America & Caribbean","High income",2019,92117,NA,40,NA,46.44375,NA,25
"1046","ABW","Aruba","Latin America & Caribbean","High income",2019,106442,NA,40,NA,17.075,NA,NA
"1047","BRB","Barbados","Latin America & Caribbean","High income",2019,280180,NA,60,NA,50.8375,NA,30
"1048","BMU","Bermuda","North America","High income",2019,63911,NA,40,NA,16.73125,NA,NA
"1049","VGB","British Virgin Islands","Latin America & Caribbean","High income",2019,30610,NA,40,NA,18.16875,NA,NA
"1050","BRN","Brunei Darussalam","East Asia & Pacific","High income",2019,438048,NA,80,NA,40.71875,NA,45
"1051","CYM","Cayman Islands","Latin America & Caribbean","High income",2019,66134,NA,50,NA,17.10625,NA,NA
"1052","CAF","Central African Republic","Sub-Saharan Africa","Low income",2019,5209324,NA,30,NA,49.2,NA,20
"1053","CHI","Channel Islands","Europe & Central Asia","High income",2019,169410,NA,40,NA,NA,NA,NA
"1054","COM","Comoros","Sub-Saharan Africa","Lower middle income",2019,790986,NA,60,NA,52.65625,NA,30
"1055","CUB","Cuba","Latin America & Caribbean","Upper middle income",2019,11316697,NA,40,NA,46.875,NA,NA
"1056","CUW","Curacao","Latin America & Caribbean","High income",2019,157441,NA,60,NA,18.5125,NA,NA
"1057","DMA","Dominica","Latin America & Caribbean","Upper middle income",2019,71428,NA,40,NA,39.90625,NA,35
"1058","GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2019,1553031,NA,10,NA,44.88125,NA,25
"1059","ERI","Eritrea","Sub-Saharan Africa","Low income",2019,3498818,NA,16.6,NA,37.9125,NA,10
"1060","FRO","Faroe Islands","Europe & Central Asia","High income",2019,51681,NA,40,NA,11.39375,NA,NA
"1061","PYF","French Polynesia","East Asia & Pacific","High income",2019,299717,NA,40,NA,14.1125,NA,NA
"1062","GIB","Gibraltar","Europe & Central Asia","High income",2019,32685,NA,40,NA,12.94375,NA,NA
"1063","GRL","Greenland","Europe & Central Asia","High income",2019,56225,NA,50,NA,12.5375,NA,NA
"1064","GRD","Grenada","Latin America & Caribbean","Upper middle income",2019,122724,NA,50,NA,43.1,NA,25
"1065","GUM","Guam","East Asia & Pacific","High income",2019,168624,NA,40,NA,15.34375,NA,NA
"1066","HKG","Hong Kong SAR, China","East Asia & Pacific","High income",2019,7507900,NA,60,NA,28.7375,NA,NA
"1067","IMN","Isle of Man","Europe & Central Asia","High income",2019,83933,NA,50,NA,10.88125,NA,NA
"1068","PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",2019,25755441,NA,10,NA,43.09375,NA,NA
"1069","XKX","Kosovo","Europe & Central Asia","Upper middle income",2019,1788878,NA,60,66,NA,45.2416666666667,60
"1070","LIE","Liechtenstein","Europe & Central Asia","High income",2019,38482,NA,50,NA,24.1625,NA,NA
"1071","MAC","Macao SAR, China","East Asia & Pacific","High income",2019,663653,NA,60,NA,23.925,NA,NA
"1072","MCO","Monaco","Europe & Central Asia","High income",2019,37034,NA,50,NA,27.3875,NA,NA
"1073","NRU","Nauru","East Asia & Pacific","High income",2019,12132,NA,20,NA,34.91875,NA,5
"1074","NCL","New Caledonia","East Asia & Pacific","High income",2019,271240,NA,60,NA,16.025,NA,NA
"1075","MNP","Northern Mariana Islands","East Asia & Pacific","High income",2019,49858,NA,40,NA,11.28125,NA,NA
"1076","PLW","Palau","East Asia & Pacific","High income",2019,17916,NA,50,NA,34.0875,NA,40
"1077","PRI","Puerto Rico","Latin America & Caribbean","High income",2019,3193694,NA,60,NA,22.225,NA,NA
"1078","SMR","San Marino","Europe & Central Asia","High income",2019,34178,NA,50,NA,21.61875,NA,50
"1079","SXM","Sint Maarten (Dutch part)","Latin America & Caribbean","High income",2019,39648,NA,30,NA,9.825,NA,NA
"1080","KNA","St. Kitts and Nevis","Latin America & Caribbean","High income",2019,47712,NA,40,NA,28.4,NA,25
"1081","MAF","St. Martin (French part)","Latin America & Caribbean","High income",2019,33121,NA,40,NA,7.05625,NA,NA
"1082","TON","Tonga","East Asia & Pacific","Upper middle income",2019,104951,NA,90,NA,45.1125,NA,35
"1083","TCA","Turks and Caicos Islands","Latin America & Caribbean","High income",2019,43080,NA,30,NA,12.8,NA,NA
"1084","TUV","Tuvalu","East Asia & Pacific","Upper middle income",2019,10956,NA,50,NA,36.60625,NA,5
"1085","VIR","Virgin Islands (U.S.)","Latin America & Caribbean","High income",2019,106669,NA,40,NA,9.9,NA,NA
"1086","NOR","Norway","Europe & Central Asia","High income",2018,5311916,89.1625,100,92.2333333333333,77.9125,75.6666666666667,100
"1087","DNK","Denmark","Europe & Central Asia","High income",2018,5793636,88.7645833333333,100,98.7,69.13125,75.9916666666667,100
"1088","FIN","Finland","Europe & Central Asia","High income",2018,5515525,88.7475,100,94.9333333333333,76.4375,72.3666666666667,100
"1089","SWE","Sweden","Europe & Central Asia","High income",2018,10175214,88.7216666666667,100,94.8666666666667,76.225,72.5166666666667,100
"1090","NLD","Netherlands","Europe & Central Asia","High income",2018,17231624,88.5495833333333,100,98.5,71.13125,73.1166666666667,100
"1091","ITA","Italy","Europe & Central Asia","High income",2018,60421760,88.5179166666667,100,91.8666666666666,76.88125,73.8416666666667,100
"1092","SVN","Slovenia","Europe & Central Asia","High income",2018,2073894,88.34,100,96.9333333333333,76.675,68.0916666666667,100
"1093","POL","Poland","Europe & Central Asia","High income",2018,37974750,88.2295833333333,100,95.1,72.98125,78.0666666666667,95
"1094","ESP","Spain","Europe & Central Asia","High income",2018,46797754,87.8454166666667,100,90.8666666666666,75.49375,77.8666666666667,95
"1095","AUT","Austria","Europe & Central Asia","High income",2018,8840521,87.8383333333334,100,91.3,76.475,71.4166666666667,100
"1096","DEU","Germany","Europe & Central Asia","High income",2018,82905782,87.4416666666667,100,96.4666666666666,70.825,74.9166666666667,95
"1097","JPN","Japan","East Asia & Pacific","High income",2018,126811000,87.3625,100,90.5333333333333,72.9625,78.3166666666667,95
"1098","USA","United States","North America","High income",2018,326838199,87.2495833333333,100,94,63.08125,79.1666666666667,100
"1099","CZE","Czechia","Europe & Central Asia","High income",2018,10629928,86.8858333333334,100,90.1,75.3625,73.9666666666667,95
"1100","FRA","France","Europe & Central Asia","High income",2018,67158348,86.8220833333333,100,90.8,75.59375,67.7166666666667,100
"1101","EST","Estonia","Europe & Central Asia","High income",2018,1321977,86.755,100,93.9333333333333,70.9,68.9416666666667,100
"1102","CAN","Canada","North America","High income",2018,37072620,86.5708333333333,100,93.2,60.5375,84.1166666666667,95
"1103","MEX","Mexico","Latin America & Caribbean","Upper middle income",2018,124013861,86.4316666666667,100,92.9333333333333,90.625,73.6,75
"1104","AUS","Australia","East Asia & Pacific","High income",2018,24963258,86.3641666666667,90,92.6666666666667,74.6875,74.4666666666667,100
"1105","IRL","Ireland","Europe & Central Asia","High income",2018,4867316,86.2975,100,94.7333333333333,75.4125,66.3416666666667,95
"1106","CHE","Switzerland","Europe & Central Asia","High income",2018,8514329,86.2591666666667,100,87.6666666666667,78.5875,75.0416666666667,90
"1107","TUR","Turkiye","Europe & Central Asia","Upper middle income",2018,81407204,85.99,100,84,88.675,62.275,95
"1108","PRT","Portugal","Europe & Central Asia","High income",2018,10283822,85.9591666666667,100,90.7666666666667,71.2375,67.7916666666667,100
"1109","SVK","Slovak Republic","Europe & Central Asia","High income",2018,5446771,85.38625,90,94.9333333333333,70.55625,71.4416666666667,100
"1110","LTU","Lithuania","Europe & Central Asia","High income",2018,2801543,85.10875,100,91.8333333333333,63.49375,70.2166666666667,100
"1111","HUN","Hungary","Europe & Central Asia","High income",2018,9775564,84.9666666666667,100,86.8666666666667,69.7,68.2666666666667,100
"1112","KOR","Korea, Rep.","East Asia & Pacific","High income",2018,51585058,84.8145833333333,100,93.4,76.60625,74.0666666666667,80
